state_name,district_name,block_name,panchayat_name,village_name,habitation_name,habitation_id,scheme_id,schemes_sources_id,source_type,sourcetype_category,location,scheme_name,sanction_year,estimated_cost,expenditure,dateof_commencement,dateof_completion,update_date
West Bengal,Paschim Medinipur,Keshpur,Keshpur,Mangal Sanda,Malik Para,1343297,6404173,420067061,Deep Tubewell,Ground Water,MALIPARA,Gram Panchayat,2013-2014,0.75,0.75,12-Apr-13,25-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Mugbasan,Amritpur,Sk. Para,1342919,6404173,420067040,Deep Tubewell,Ground Water,SK. PARA,Gram Panchayat,2013-2014,0.75,0.75,12-Apr-13,25-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Mugbasan,Kokapur,Satgera,1342901,6404439,420067284,Deep Tubewell,Ground Water,SATGERA,Gram Panchayet,2013-2014,0.8,0.8,12-May-13,25-Mar-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Mugbasan,Kokapur,Paschimpara,1342903,6404439,420067285,Deep Tubewell,Ground Water,PASCHIMPARA,Gram Panchayet,2013-2014,0.8,0.8,12-May-13,25-Mar-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Mugbasan,Jheta Jambani,Mirpukur,1342884,6404439,420067294,Deep Tubewell,Ground Water,MIRPUKUR,Gram Panchayet,2013-2014,0.8,0.8,12-May-13,25-Mar-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Mugbasan,Mugbasan,Das Para,1342927,6404439,420067274,Deep Tubewell,Ground Water,DASPARA,Gram Panchayet,2013-2014,0.8,0.8,12-May-13,25-Mar-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Mugbasan,Khordda Radha Ballabhpur,Tetul Muri,1342944,6404439,420067288,Deep Tubewell,Ground Water,TETULMURI,Gram Panchayet,2013-2014,0.8,0.8,12-May-13,25-Mar-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Mugbasan,Bhabani Chak,Betboni,1343020,6404439,420067304,Deep Tubewell,Ground Water,BETBONI,Gram Panchayet,2013-2014,0.8,0.8,12-May-13,25-Mar-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Mugbasan,Bena Bandi,Bena Bandi,1766928,6404439,420067305,Deep Tubewell,Ground Water,BENA BANDI,Gram Panchayet,2013-2014,0.8,0.8,12-May-13,25-Mar-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Mugbasan,Imad Chak,Imad Chak,1766934,6404439,420067297,Deep Tubewell,Ground Water,IMAD CHAK,Gram Panchayet,2013-2014,0.8,0.8,12-May-13,25-Mar-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Mugbasan,Sahara,Sahara,1766938,6404439,420067266,Deep Tubewell,Ground Water,SAHARA,Gram Panchayet,2013-2014,0.8,0.8,12-May-13,25-Mar-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Mugbasan,Gopal Chak,Batla,1343551,6404439,420067300,Deep Tubewell,Ground Water,BATLA,Gram Panchayet,2013-2014,0.8,0.8,12-May-13,25-Mar-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Mugbasan,Upar Kuai,Kuai,1342909,6404510,420067412,Deep Tubewell,Ground Water,KUAI,Gram Panchayet,2013-2014,0.75,0.75,12-Apr-13,25-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Sarishakhola,Amar Chak,Kurbanpara,1343518,6404670,420067564,Deep Tubewell,Ground Water,KUBARNPARA,Gram Panchayet,2013-2014,0.75,0.75,24-Apr-13,12-Jan-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Sarishakhola,Amar Chak,Shaktinathpara,1343522,6404670,420067559,Deep Tubewell,Ground Water,SHAKTINATHPARA,Gram Panchayet,2013-2014,0.75,0.75,24-Apr-13,12-Jan-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Sarishakhola,Ghoshpur,Sudarsan Palmal Para,1343462,6404789,420067774,Deep Tubewell,Ground Water,PALMALPARA,Gram Panchayet,2013-2014,0.8,0.8,12-Apr-13,08-May-17,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Sarishakhola,Sarisha Khola,Chaskidan Para,1343472,6404789,420067755,Deep Tubewell,Ground Water,CHASKIDANPARA,Gram Panchayet,2013-2014,0.8,0.8,12-Apr-13,08-May-17,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Sarishakhola,Bairat,Maji Para,1343483,6404789,420067782,Deep Tubewell,Ground Water,MAJIPARA,Gram Panchayet,2013-2014,0.8,0.8,12-Apr-13,08-May-17,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Sarishakhola,Bhagirath Bar,Bamun Para,1343488,6404789,420067781,Deep Tubewell,Ground Water,BAMUNPARA,Gram Panchayet,2013-2014,0.8,0.8,12-Apr-13,08-May-17,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Sarishakhola,Kanchan Tala,Santra Para,1343492,6404789,420067767,Deep Tubewell,Ground Water,SINGPARA,Gram Panchayet,2013-2014,0.8,0.8,12-Apr-13,08-May-17,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Sarishakhola,Damgerya,Damgerya,1766940,6404789,420067778,Deep Tubewell,Ground Water,DAMGERYA,Gram Panchayet,2013-2014,0.8,0.8,12-Apr-13,08-May-17,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Sirsa,Ausberya,Ausberya,1766943,6404860,420067892,Deep Tubewell,Ground Water,AUSBERYA,Gram Panchayet,2013-2014,0.75,0.75,01-Apr-13,12-Jan-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Sirsa,Kalgerya,Mayrapara,1342654,6404926,420068024,Deep Tubewell,Ground Water,MAYRAPARA,Gram Panchayet,2013-2014,0.75,0.75,01-Apr-13,14-Jan-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Sirsa,Lalte Hari,Aripara,1342678,6404926,420068002,Deep Tubewell,Ground Water,ARIPARA,Gram Panchayet,2013-2014,0.75,0.75,01-Apr-13,14-Jan-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Sirsa,Lalte Hari,Laltehari Singhpara,1342677,6404926,420068004,Deep Tubewell,Ground Water,SINGHPARA,Gram Panchayet,2013-2014,0.75,0.75,01-Apr-13,14-Jan-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Sirsa,Raniar,Dangapara,1342699,6404981,420068178,Deep Tubewell,Ground Water,DANGAPARA,Gram Panchayet,2013-2014,0.8,0.8,12-May-13,25-Jan-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Sirsa,Rajgram,Nachudolaipara,1342711,6404981,420068180,Deep Tubewell,Ground Water,DOLAIPARA,Gram Panchayet,2013-2014,0.8,0.8,12-May-13,25-Jan-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Sirsa,Toria,Temathani,1342651,6405060,420068318,Deep Tubewell,Ground Water,TEMATHANI,Gram Panchayet,2013-2014,0.8,0.8,12-Apr-13,21-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Sirsa,Toria,Paschimpara,1342649,6405060,420068319,Deep Tubewell,Ground Water,PASCHIMPARA,Gram Panchayet,2013-2014,0.8,0.8,12-Apr-13,21-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Teghori,Kali Nagar,Kalinagar,1343025,6405060,420068292,Deep Tubewell,Ground Water,KALINAGAR,Gram Panchayet,2013-2014,0.8,0.8,12-Apr-13,21-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Teghori,Betbani Radha Khauki,Betbani Radha Khauki,1766956,6405060,420068309,Deep Tubewell,Ground Water,BETABANI RADHA KHAUKI,Gram Panchayet,2013-2014,0.8,0.8,12-Apr-13,21-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Teghori,Mejura,Chandabila,1343072,6405119,420068389,Deep Tubewell,Ground Water,CHANDABILA,Gram Panchayet,2013-2014,0.8,0.8,12-May-13,25-Jan-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Teghori,Mathura Bani,Khejurbani,1343044,6405119,420068391,Deep Tubewell,Ground Water,KHEJURBANI,Gram Panchayet,2013-2014,0.8,0.8,12-May-13,25-Jan-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Teghori,Kontai,Chandabila Madhya,1343053,6405119,420068403,Deep Tubewell,Ground Water,CHANDBILA MADHYA,Gram Panchayet,2013-2014,0.8,0.8,12-May-13,25-Jan-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Teghori,Kshirkul,Dakhinpara,1343037,6405119,420068394,Deep Tubewell,Ground Water,DAKHINPARA,Gram Panchayet,2013-2014,0.8,0.8,12-May-13,25-Jan-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Teghori,Mohanpur,Ghoshpara,1343017,6405119,420068382,Deep Tubewell,Ground Water,GHOSHPARA,Gram Panchayet,2013-2014,0.8,0.8,12-May-13,25-Jan-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Teghori,Udai Chak,Udaychak,1343014,6405144,420068460,Deep Tubewell,Ground Water,UDAYCHAK,Gram Panchayet,2013-2014,0.8,0.8,12-May-13,24-Jan-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Teghori,Teghari,Madhya Palli,1343062,6405144,420068463,Deep Tubewell,Ground Water,MADHYAPALLI,Gram Panchayet,2013-2014,0.8,0.8,12-May-13,24-Jan-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Teghori,Renuar,Nandipara,1343080,6405144,420068466,Deep Tubewell,Ground Water,NANDIPARA,Gram Panchayet,2013-2014,0.8,0.8,12-May-13,24-Jan-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Amanpur,Jadubar,Maitipara,1342726,6405144,420068455,Deep Tubewell,Ground Water,MAITIPARA,Gram Panchayet,2013-2014,0.8,0.8,12-May-13,24-Jan-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Amanpur,Garari,Garhri Paschimpara,1342782,6405144,420068459,Deep Tubewell,Ground Water,PASCHIMPARA,Gram Panchayet,2013-2014,0.8,0.8,12-May-13,24-Jan-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Amanpur,Kalaberya,Kalaberia,1343702,6405144,420068454,Deep Tubewell,Ground Water,KALABERIA,Gram Panchayet,2013-2014,0.8,0.8,12-May-13,24-Jan-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Dhalhara,Salanga,Mondal Para,1343581,6405922,420069569,Deep Tubewell,Ground Water,MONDALPARA,Gram Panchayet,2013-2014,0.84,0.84,12-Apr-13,15-Jan-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Enayetpur,Ferura,Sapan Halder Para,1343856,6405922,420069565,Deep Tubewell,Ground Water,HALDERPARA,Gram Panchayet,2013-2014,0.84,0.84,12-Apr-13,15-Jan-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Anandapur,Anandapur,Baruipara,1343199,6405922,420069575,Deep Tubewell,Ground Water,BARUIPARA,Gram Panchayet,2013-2014,0.84,0.84,12-Apr-13,15-Jan-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Anandapur,Anandapur,Nandipara,1343210,6405922,420069573,Deep Tubewell,Ground Water,NANDIPARA,Gram Panchayet,2013-2014,0.84,0.84,12-Apr-13,15-Jan-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Anandapur,Anandapur,Dakshin Palli Pal Para,1343191,6405922,420069574,Deep Tubewell,Ground Water,PALPARA,Gram Panchayet,2013-2014,0.84,0.84,12-Apr-13,15-Jan-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Mugbasan,Tal Nanna,Kachari,1342892,6405937,420069583,Deep Tubewell,Ground Water,KACHARI,Gram Panchayet,2013-2014,0.75,0.75,21-Apr-13,15-Jan-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Sarishakhola,Andi Chak,Andhichak Doetapara,1343443,6434888,420074968,Deep Tubewell,Ground Water,ANDHICHAK DOETAPARA,ANDHICHAK DOETAPARA,2013-2014,0.82,0.82,21-Jun-13,30-Aug-13,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Sarishakhola,Magra,Mogra Dulalsingpara,1343431,6435001,420074980,Deep Tubewell,Ground Water,MOGRA DULALSINGPARA,MOGRA DULALSINGPARA,2013-2014,0.82,0.82,21-Jun-13,30-Aug-13,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Sarishakhola,Raipur,Raipur Saupara,1343426,6435092,420074987,Deep Tubewell,Ground Water,RAIPUR SAUPARA,RAIPUR SAUPARA,2013-2014,0.88,0.88,21-Apr-13,30-Apr-13,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Dhalhara,Doge Chhya,Purba Para,1343532,6437345,420248803,Deep Tubewell,Ground Water,Dogachia Raghunathchak,Construction of Rig Bored tube well Spot Sources fitted with India Mark II hand pump in different Blocks of Paschim Medinipur District 490 No TWs,2013-2014,392,450.81,01-Mar-13,03-May-23,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Dhalhara,Khejur Bani,Paschim Para,1343600,6437345,420248818,Deep Tubewell,Ground Water,Khejurboni,Construction of Rig Bored tube well Spot Sources fitted with India Mark II hand pump in different Blocks of Paschim Medinipur District 490 No TWs,2013-2014,392,450.81,01-Mar-13,03-May-23,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Sirsa,Parulia,Purulia,1343688,6437345,420248824,Deep Tubewell,Ground Water,Parulia Pry. School,Construction of Rig Bored tube well Spot Sources fitted with India Mark II hand pump in different Blocks of Paschim Medinipur District 490 No TWs,2013-2014,392,450.81,01-Mar-13,03-May-23,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Sirsa,Maharajpur,Maharajpur,1342636,6437345,420248820,Deep Tubewell,Ground Water,Maharajpur Jr. High School,Construction of Rig Bored tube well Spot Sources fitted with India Mark II hand pump in different Blocks of Paschim Medinipur District 490 No TWs,2013-2014,392,450.81,01-Mar-13,03-May-23,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Jorakeudi Solidiha,Sankrui,Sankrai,1342591,6437775,420251870,Deep Tubewell,Ground Water,Sankrui Pry. School,Construction of Rig Bored T/W (Spot Sources) fitted with India Mark - II hand pump at different Sourceless Primary & Upper Primary Schools. [265 Nos. RBTW],2013-2014,212,212.01198,01-Mar-13,04-May-17,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Amrakuchi,Nagda,Dandapat Para,1343106,6437775,420251864,Deep Tubewell,Ground Water,Nagda Pry. School,Construction of Rig Bored T/W (Spot Sources) fitted with India Mark - II hand pump at different Sourceless Primary & Upper Primary Schools. [265 Nos. RBTW],2013-2014,212,212.01198,01-Mar-13,04-May-17,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Anandapur,Anandapur,Uttar. Paschim Sadanandapara,1343198,6437775,420252266,Deep Tubewell,Ground Water,Satdubi Jr. High School,Construction of Rig Bored T/W (Spot Sources) fitted with India Mark - II hand pump at different Sourceless Primary & Upper Primary Schools. [265 Nos. RBTW],2013-2014,212,212.01198,01-Mar-13,04-May-17,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Teghori,Chanda Bila,Chandabila Madhya,1343073,6437776,420233302,Deep Tubewell,Ground Water,Chandabila Sibmandir,Construction of Rig Bored tube well Spot Sources fitted with India Mark  II hand pump in different Blocks of Paschim Medinipur District 600 No TWs,2013-2014,480,436.36,01-Apr-13,03-May-23,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Amanpur,Amanpur,Roypara,1342713,6437776,420233319,Deep Tubewell,Ground Water,Amanpur,Construction of Rig Bored tube well Spot Sources fitted with India Mark  II hand pump in different Blocks of Paschim Medinipur District 600 No TWs,2013-2014,480,436.36,01-Apr-13,03-May-23,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Amanpur,Tukura Pat,Turiapat,1342727,6579073,420085969,Deep Tubewell,Ground Water,Pintu sing,Gram Panchayat Office,2014-2015,0.82,0,12-Mar-14,28-Mar-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Amanpur,Tukura Pat,Turiapat,1342727,6579073,420085972,Deep Tubewell,Ground Water,Primary School,Gram Panchayat Office,2014-2015,0.82,0,12-Mar-14,28-Mar-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Amrakuchi,Panchami,Mollapara,1343137,6579073,420085959,Deep Tubewell,Ground Water,Harmuj Khan,Gram Panchayat Office,2014-2015,0.82,0,12-Mar-14,28-Mar-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Amrakuchi,Panchami,Mollapara,1343137,6579073,420085963,Deep Tubewell,Ground Water,Sk Sattar Ali,Gram Panchayat Office,2014-2015,0.82,0,12-Mar-14,28-Mar-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Sirsa,Garur Bag,Gatibarh,1342827,6579276,420085977,Deep Tubewell,Ground Water,Primary School,Gram Panchayat Office,2014-2015,0.8,0,02-Mar-14,02-Apr-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Amanpur,Jadubar,Maitipara,1342726,6579436,420086017,Deep Tubewell,Ground Water,Swapan Maiti,Gram Panchayat Office,2014-2015,0.78,0,10-Mar-14,18-Mar-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Amanpur,Jadubar,Jadubarh Malderpara,1342724,6579436,420086014,Deep Tubewell,Ground Water,Shakti Ghosh,Gram Panchayat Office,2014-2015,0.78,0,10-Mar-14,18-Mar-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Amanpur,Kota,Patrapara,1342781,6579436,420086022,Deep Tubewell,Ground Water,Matan Ari,Gram Panchayat Office,2014-2015,0.78,0,10-Mar-14,18-Mar-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Amanpur,Kota,Patrapara,1342781,6579436,420086027,Deep Tubewell,Ground Water,Primary School,Gram Panchayat Office,2014-2015,0.78,0,10-Mar-14,18-Mar-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Amanpur,Madhya Piashala,Madhyapiasala Duleypara,1342772,6579436,420086012,Deep Tubewell,Ground Water,I.C.D.S.,Gram Panchayat Office,2014-2015,0.78,0,10-Mar-14,18-Mar-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Amanpur,Dakshin Piashala,Dakhinpiasala Dharapara,1342775,6579436,420086011,Deep Tubewell,Ground Water,Shitala Mandir,Gram Panchayat Office,2014-2015,0.78,0,10-Mar-14,18-Mar-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Amanpur,Tanthua,Talhua Mondalpara,1342760,6588845,420086566,Deep Tubewell,Ground Water,Madan Mandal,Gram Panchayet,2014-2015,0.8,0,02-Mar-14,18-Mar-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Amanpur,Palas Larya,Palastora Rajpara,1342705,6588845,420086559,Deep Tubewell,Ground Water,Antu Kisku,Gram Panchayet,2014-2015,0.8,0,02-Mar-14,18-Mar-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Amrakuchi,Jambani,Jamboni,1343115,6588920,420086581,Deep Tubewell,Ground Water,Primary School,Gram Panchayet,2014-2015,0.8,0,12-Mar-14,02-Apr-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Amrakuchi,Chauki Ghata,Sorenpara,1343116,6588920,420086585,Deep Tubewell,Ground Water,Master Mohon Babu,Gram Panchayet,2014-2015,0.8,0,12-Mar-14,02-Apr-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Jhentla,Uttar Gerya,Uhargeria,1343687,6616126,420087414,Deep Tubewell,Ground Water,Nitai Mandal,Gram Panchayet,2014-2015,0.84,0.84,12-Mar-14,30-Mar-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Jhentla,Hijli,Hijli - Chalakpara,1343707,6673136,420090910,Deep Tubewell,Ground Water,Kingkar Chalak,Gram Panchayat,2014-2015,0.8,0,12-Mar-14,28-Mar-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Jhentla,Bajgerya,Bajukra - Delaghat,1342932,6673136,420090904,Deep Tubewell,Ground Water,Jadunath Hemrom,Gram Panchayat,2014-2015,0.8,0,12-Mar-14,28-Mar-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Amrakuchi,Khasla,Khasla,1343167,6673373,420090953,Deep Tubewell,Ground Water,I.C.D.S.,Gram Panchayat,2014-2015,0.8,0,15-Mar-14,05-Apr-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Dhalhara,Narsingpur,Narasingpur,1343721,6673373,420090944,Deep Tubewell,Ground Water,Primary School,Gram Panchayat,2014-2015,0.8,0,15-Mar-14,05-Apr-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Dhalhara,Parulia,Adibasi Para,1343547,6673373,420090939,Deep Tubewell,Ground Water,Sanatan Murmu,Gram Panchayat,2014-2015,0.8,0,15-Mar-14,05-Apr-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Amrakuchi,Amrakuchi,Dangapara,1343154,6673433,420091026,Deep Tubewell,Ground Water,Primary School,Gram Panchayat,2014-2015,0.8,0,15-Mar-14,05-Apr-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Amrakuchi,Amrakuchi,Dangapara,1343154,6673433,420091027,Deep Tubewell,Ground Water,Shitala Mondir,Gram Panchayat,2014-2015,0.8,0,15-Mar-14,05-Apr-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Amrakuchi,Pipurda,Khanpara,1343101,6673433,420091039,Deep Tubewell,Ground Water,Purnima Ghosh,Gram Panchayat,2014-2015,0.8,0,15-Mar-14,05-Apr-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Amrakuchi,Pipurda,Mallickpara,1343102,6673433,420091041,Deep Tubewell,Ground Water,Ram Mallick,Gram Panchayat,2014-2015,0.8,0,15-Mar-14,05-Apr-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Enayetpur,Enayat Pur,Mirjapara,1343769,6677000,420091204,Deep Tubewell,Ground Water,Rafik Ali,GRAM PANCHAYAT,2014-2015,0.82,0.82,02-Apr-14,28-Apr-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Jhentla,Amgerya,Amgeria,1343686,6402410,420064629,Deep Tubewell,Ground Water,AMGERIA,GRAM PANCHAYAT,2013-2014,0.75,0.75,10-Apr-13,13-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Jagannathpur,Kanashol,Nischindapur,1342981,6402410,420064652,Deep Tubewell,Ground Water,NISCHINDAPUR,GRAM PANCHAYAT,2013-2014,0.75,0.75,10-Apr-13,13-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Jhentla,Bajgerya,Kajipara,1342935,6402410,420064624,Deep Tubewell,Ground Water,KAJIPARA,GRAM PANCHAYAT,2013-2014,0.75,0.75,10-Apr-13,13-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Jagannathpur,Tatarpur,Tatarpur Kubidan,1342991,6402410,420064634,Deep Tubewell,Ground Water,KUBIDAN,GRAM PANCHAYAT,2013-2014,0.75,0.75,10-Apr-13,13-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Jhentla,Banka Bara,Bankabarh - Pukurpara,1343627,6402410,420064619,Deep Tubewell,Ground Water,PUKURPARA,GRAM PANCHAYAT,2013-2014,0.75,0.75,10-Apr-13,13-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Jhentla,Banka Bara,Ghoraipara,1343630,6402410,420064618,Deep Tubewell,Ground Water,GHORAIPARA,GRAM PANCHAYAT,2013-2014,0.75,0.75,10-Apr-13,13-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Jhentla,Banshi Bani,Bansboni - Jana Para,1343712,6402500,420064725,Deep Tubewell,Ground Water,JANAPARA,GRAM PANCHAYAT,2013-2014,0.75,0.75,12-Apr-13,25-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Jhentla,Harina,Harina - De Para,1343694,6402806,420065003,Deep Tubewell,Ground Water,DE PARA,Gram Panchayat,2013-2014,0.75,0.75,12-Apr-13,25-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Jhentla,Jhetla,Ghoshpara,1343673,6402914,420065087,Deep Tubewell,Ground Water,GHOSHPARA,Gram Panchayat,2013-2014,0.75,0.75,06-Apr-13,12-Feb-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Jhentla,Manjuria,Dakshinpara,1343637,6403031,420065236,Deep Tubewell,Ground Water,DAKSHINPARA,GRAM PANCHAYAT,2013-2014,0.75,0.75,12-Apr-13,25-Jan-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Jhentla,Malikurya,Malikura,1343725,6403031,420065232,Deep Tubewell,Ground Water,MALIKURA,GRAM PANCHAYAT,2013-2014,0.75,0.75,12-Apr-13,25-Jan-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Jhentla,Manjuria,Bakultala,1343641,6403031,420065235,Deep Tubewell,Ground Water,BAKULTALA,GRAM PANCHAYAT,2013-2014,0.75,0.75,12-Apr-13,25-Jan-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Jhentla,Kawa Gerya,Kawageria,1343690,6403031,420065224,Deep Tubewell,Ground Water,KAWAGERIA,GRAM PANCHAYAT,2013-2014,0.75,0.75,12-Apr-13,25-Jan-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Jhentla,Kush Gerya,Kushgeria,1343691,6403031,420065229,Deep Tubewell,Ground Water,KUSHGERIA,GRAM PANCHAYAT,2013-2014,0.75,0.75,12-Apr-13,25-Jan-14,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Jorakeudi Solidiha,Darkhola,Darkhata Mondalpara,1342623,6403207,420065604,Deep Tubewell,Ground Water,MONDALPARA,Gram Panchayat,2013-2014,0.75,0.75,25-May-13,12-Dec-13,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Jorakeudi Solidiha,Jorakeundi,Mahatapara,1342582,6403430,420065832,Deep Tubewell,Ground Water,MAHATAPARA,GRAM PANCHAYAT,2013-2014,0.82,0.82,12-May-13,14-Dec-13,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Jorakeudi Solidiha,Paltagar,Middyapara,1342600,6403430,420065818,Deep Tubewell,Ground Water,MIDDYAPARA,GRAM PANCHAYAT,2013-2014,0.82,0.82,12-May-13,14-Dec-13,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Jorakeudi Solidiha,Taltala,Taltala Janapara,1342621,6404131,420066868,Deep Tubewell,Ground Water,JANA PARA,Gram Panchayat,2013-2014,0.84,0.84,23-May-13,12-Dec-13,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Jorakeudi Solidiha,Tush Khali,Tushkhali,1342618,6404131,420066867,Deep Tubewell,Ground Water,TUSHKHALI,Gram Panchayat,2013-2014,0.84,0.84,23-May-13,12-Dec-13,03-06-2024
West Bengal,Paschim Medinipur,Keshpur,Jorakeudi Solidiha,Sapadiha,Sapadiha,1342565,6437775,420251868,Deep Tubewell,Ground Water,Sapatia SSK,Construction of Rig Bored T/W (Spot Sources) fitted with India Mark - II hand pump at different Sourceless Primary & Upper Primary Schools. [265 Nos. RBTW],2013-2014,212,212.01198,01-Mar-13,04-May-17,03-06-2024
